data,id_campanha,campanha,canal,objetivo,publico,regiao,dispositivo,impressoes,cliques,leads,conversoes,novos_clientes,investimento,receita_atribuida,orcamento_diario
2025-11-13,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,8690,101,12,2,1,937.38,7271.34,714.42
2025-11-13,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,8490,113,12,3,3,853.21,8613.67,658.89
2025-11-13,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,47882,951,32,2,2,1155.69,864.45,991.12
2025-11-13,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,42103,1050,72,9,7,1544.53,4318.33,1349.24
2025-11-13,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Tablet,28876,3971,717,94,16,1074.62,53067.37,883.2
2025-11-13,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Desktop,26135,2261,232,23,16,848.8,12467.67,627.6
2025-11-14,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Desktop,5764,328,39,20,13,949.49,14941.89,952.56
2025-11-14,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Centro-Oeste,Desktop,9851,370,32,9,9,1636.17,9309.8,1404.35
2025-11-14,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,14062,355,29,3,3,1358.95,2712.67,1114.07
2025-11-14,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,30673,860,94,27,8,1704.7,19770.42,1041.39
2025-11-14,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,39598,627,40,4,3,1380.58,3013.07,965.95
2025-11-14,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,31175,635,53,13,11,1442.99,10931.21,974.16
2025-11-14,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sul,Desktop,9572,80,5,0,0,822.89,0.0,714.42
2025-11-14,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,9148,120,22,4,4,1046.51,11502.56,658.89
2025-11-14,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,46216,1056,31,3,3,1197.2,1187.16,991.12
2025-11-14,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Desktop,38477,958,45,3,3,1561.1,1398.48,1349.24
2025-11-14,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,32637,3089,513,68,10,1061.64,38022.43,883.2
2025-11-14,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Centro-Oeste,Mobile,24128,1822,198,19,8,764.76,13332.3,627.6
2025-11-15,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,5776,423,75,29,26,1176.7,26376.04,952.56
2025-11-15,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Desktop,6864,364,41,12,9,1492.77,12648.76,1404.35
2025-11-15,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,12436,292,30,3,2,1023.96,2947.5,1114.07
2025-11-15,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Desktop,18153,620,63,16,5,1075.78,11987.97,1041.39
2025-11-15,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,20299,367,28,5,5,849.91,3806.08,965.95
2025-11-15,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Desktop,27158,604,45,5,5,1191.23,3186.89,974.16
2025-11-15,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Desktop,8705,88,10,2,2,747.47,7002.1,714.42
2025-11-15,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,6195,72,7,0,0,640.42,0.0,658.89
2025-11-15,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,37350,708,25,1,1,817.48,470.72,991.12
2025-11-15,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Desktop,37271,958,32,6,5,1460.81,2921.07,1349.24
2025-11-15,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,27421,3673,688,59,5,1015.72,38462.44,883.2
2025-11-15,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Desktop,21230,1764,204,15,7,701.0,9341.21,627.6
2025-11-16,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Tablet,4708,405,60,23,17,1129.86,21419.66,952.56
2025-11-16,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,7492,363,48,19,16,1553.81,18111.31,1404.35
2025-11-16,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,13486,386,25,4,3,1326.52,3357.47,1114.07
2025-11-16,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,23026,736,74,21,10,1276.48,14002.43,1041.39
2025-11-16,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Desktop,29951,452,26,8,7,874.71,5786.04,965.95
2025-11-16,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Tablet,26516,523,45,12,9,1246.63,9573.71,974.16
2025-11-16,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,8634,63,7,0,0,629.1,0.0,714.42
2025-11-16,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Desktop,5473,63,6,1,1,517.47,2184.35,658.89
2025-11-16,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,45325,817,30,3,3,812.77,1172.52,991.12
2025-11-16,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Centro-Oeste,Mobile,31583,1001,63,6,4,1736.12,2640.53,1349.24
2025-11-16,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,25422,2807,589,73,8,889.14,40637.08,883.2
2025-11-16,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,14753,1254,133,9,3,520.46,6869.79,627.6
2025-11-17,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,4924,331,52,23,13,965.05,26198.61,952.56
2025-11-17,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,8929,435,49,11,9,1801.98,11302.0,1404.35
2025-11-17,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,14437,343,30,7,6,1199.34,7528.24,1114.07
2025-11-17,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Centro-Oeste,Desktop,26893,854,101,23,10,1268.0,18210.63,1041.39
2025-11-17,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Desktop,41918,656,43,8,6,1570.27,6334.79,965.95
2025-11-17,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,29595,566,58,13,12,1144.29,11063.28,974.16
2025-11-17,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Desktop,10131,96,14,0,0,989.7,0.0,714.42
2025-11-17,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,8163,90,8,0,0,765.92,0.0,658.89
2025-11-17,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Desktop,41892,946,28,6,5,1025.16,3011.34,991.12
2025-11-17,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sul,Mobile,33099,797,34,4,4,1199.84,2215.42,1349.24
2025-11-17,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,25812,3171,540,52,2,933.34,31287.78,883.2
2025-11-17,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,31303,2579,323,30,16,983.96,23951.76,627.6
2025-11-18,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,6407,445,54,22,12,1130.24,17647.62,952.56
2025-11-18,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Mobile,11043,454,54,11,9,1756.26,9876.64,1404.35
2025-11-18,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,15814,446,43,6,6,1449.27,5823.76,1114.07
2025-11-18,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Tablet,30283,966,105,24,12,1698.11,14732.2,1041.39
2025-11-18,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Tablet,32658,541,46,7,5,1104.92,5136.23,965.95
2025-11-18,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,30087,639,53,6,5,1266.15,3900.85,974.16
2025-11-18,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,9599,66,9,3,3,634.7,9410.17,714.42
2025-11-18,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,7180,78,9,2,1,604.83,4707.82,658.89
2025-11-18,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Desktop,48055,1058,55,11,11,1205.33,4300.58,991.12
2025-11-18,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,37246,997,50,8,7,1581.14,3369.6,1349.24
2025-11-18,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,28665,3257,658,71,8,999.0,44158.11,883.2
2025-11-18,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Centro-Oeste,Mobile,22608,2003,232,25,7,752.46,20571.2,627.6
2025-11-19,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,5671,387,69,21,12,1031.79,15727.36,952.56
2025-11-19,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Centro-Oeste,Mobile,10804,434,51,12,12,1928.55,10563.14,1404.35
2025-11-19,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,15676,429,41,6,4,1406.75,5855.21,1114.07
2025-11-19,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,21576,577,88,22,10,962.48,17360.95,1041.39
2025-11-19,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,34217,568,51,9,8,1228.49,6932.05,965.95
2025-11-19,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sul,Mobile,28688,570,54,8,5,1143.22,5305.11,974.16
2025-11-19,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Norte,Mobile,12281,88,7,0,0,888.65,0.0,714.42
2025-11-19,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,7916,93,13,2,2,777.76,5961.65,658.89
2025-11-19,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Desktop,45726,845,27,2,1,1060.25,751.22,991.12
2025-11-19,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,45053,1176,63,12,10,1765.23,7589.41,1349.24
2025-11-19,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Desktop,33215,4174,672,103,11,1181.7,79476.55,883.2
2025-11-19,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,25686,2041,262,18,6,817.82,11197.32,627.6
2025-11-20,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,6351,456,77,18,10,1417.43,15752.12,952.56
2025-11-20,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Tablet,8029,353,37,12,10,1458.37,11501.02,1404.35
2025-11-20,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,16215,365,23,5,5,1348.09,5113.85,1114.07
2025-11-20,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Centro-Oeste,Mobile,23793,724,89,23,9,1338.93,15027.06,1041.39
2025-11-20,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,33484,530,48,10,8,1179.74,6955.63,965.95
2025-11-20,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,29864,634,47,10,7,1268.74,8364.83,974.16
2025-11-20,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,9851,88,12,1,1,770.64,2773.48,714.42
2025-11-20,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Tablet,8077,119,10,0,0,869.1,0.0,658.89
2025-11-20,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,53306,1228,53,3,3,1530.65,1454.19,991.12
2025-11-20,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,36010,958,44,10,9,1439.62,5249.11,1349.24
2025-11-20,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,33156,4158,709,82,10,1178.92,52360.93,883.2
2025-11-20,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,20918,1824,156,9,2,700.76,6113.11,627.6
2025-11-21,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,4662,300,57,17,13,836.5,13278.28,952.56
2025-11-21,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Tablet,9466,457,55,11,9,1869.61,9996.24,1404.35
2025-11-21,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,16300,407,27,5,5,1291.23,4327.27,1114.07
2025-11-21,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Desktop,19228,586,73,28,10,1045.78,15724.8,1041.39
2025-11-21,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,35106,532,31,4,3,1069.28,2486.76,965.95
2025-11-21,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Desktop,27923,611,31,5,4,1331.67,3490.68,974.16
2025-11-21,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Mobile,9866,54,1,0,0,500.86,0.0,714.42
2025-11-21,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Mobile,7588,94,13,0,0,850.99,0.0,658.89
2025-11-21,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Desktop,51211,1071,36,3,3,1160.71,1424.4,991.12
2025-11-21,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,36819,762,33,1,0,1307.92,577.55,1349.24
2025-11-21,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Desktop,38373,4259,786,102,16,1293.36,59844.99,883.2
2025-11-21,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,27829,2252,351,28,12,881.78,16381.6,627.6
2025-11-22,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,4745,429,53,19,12,1192.56,13252.43,952.56
2025-11-22,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,7343,332,38,5,4,1289.49,5793.8,1404.35
2025-11-22,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,12506,354,38,9,9,1183.66,6491.84,1114.07
2025-11-22,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,17969,536,67,13,2,878.88,9232.44,1041.39
2025-11-22,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Desktop,29202,435,29,5,5,1031.62,3453.19,965.95
2025-11-22,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sul,Mobile,22492,494,48,10,8,1022.14,8773.69,974.16
2025-11-22,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sul,Mobile,9767,91,7,1,1,777.37,3243.45,714.42
2025-11-22,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Norte,Mobile,6482,74,19,1,1,618.85,2134.27,658.89
2025-11-22,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,34755,784,28,4,4,874.68,1906.21,991.12
2025-11-22,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,33680,816,50,8,7,1225.56,4886.43,1349.24
2025-11-22,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Norte,Mobile,23901,2379,401,39,6,815.92,20783.73,883.2
2025-11-22,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Mobile,18639,1550,136,10,5,627.78,6510.43,627.6
2025-11-23,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Desktop,4621,372,58,22,15,1092.63,17194.89,952.56
2025-11-23,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Mobile,7026,327,33,5,4,1308.44,4345.15,1404.35
2025-11-23,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,13148,306,35,5,5,1135.96,3835.14,1114.07
2025-11-23,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,18342,535,69,19,9,923.15,15563.63,1041.39
2025-11-23,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,31679,440,38,7,7,976.45,4489.03,965.95
2025-11-23,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,22442,450,39,7,6,881.51,4451.71,974.16
2025-11-23,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Centro-Oeste,Tablet,7954,67,10,3,3,702.33,9756.03,714.42
2025-11-23,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,7664,79,14,1,1,663.22,2621.97,658.89
2025-11-23,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,45014,876,24,2,2,1058.14,1083.74,991.12
2025-11-23,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,37876,766,42,9,8,1259.12,4067.73,1349.24
2025-11-23,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,30822,3106,418,52,10,1027.04,31304.28,883.2
2025-11-23,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sul,Mobile,21883,1617,175,10,3,699.36,5588.36,627.6
2025-11-24,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Centro-Oeste,Mobile,5065,373,57,19,13,1099.17,18657.36,952.56
2025-11-24,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Centro-Oeste,Desktop,11059,444,42,13,11,1796.8,13992.26,1404.35
2025-11-24,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,15556,393,35,8,6,1574.24,7956.26,1114.07
2025-11-24,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,21747,633,62,21,10,1123.98,14037.02,1041.39
2025-11-24,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Desktop,35905,532,29,5,5,1071.28,3694.84,965.95
2025-11-24,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,24911,474,31,7,6,1006.17,4694.0,974.16
2025-11-24,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Mobile,9645,84,6,2,2,780.33,6765.44,714.42
2025-11-24,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,8718,120,24,2,2,998.52,4431.88,658.89
2025-11-24,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,56440,1347,45,5,4,1386.12,2254.37,991.12
2025-11-24,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,45847,1367,100,14,12,2236.61,8689.77,1349.24
2025-11-24,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Desktop,40050,4908,800,110,12,1391.8,63983.09,883.2
2025-11-24,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,24548,2091,271,21,8,800.06,12927.06,627.6
2025-11-25,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,6690,504,93,30,22,1396.9,23638.73,952.56
2025-11-25,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Desktop,8892,441,49,13,11,1782.18,9937.2,1404.35
2025-11-25,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,15193,432,44,9,7,1577.15,8203.2,1114.07
2025-11-25,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Desktop,22757,694,73,23,9,1196.78,15968.1,1041.39
2025-11-25,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,33215,480,30,2,2,1054.31,1399.98,965.95
2025-11-25,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,28437,464,39,9,7,1037.29,6110.45,974.16
2025-11-25,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,10874,96,10,3,2,940.05,9806.39,714.42
2025-11-25,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,10195,113,15,1,1,1007.73,2658.45,658.89
2025-11-25,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,67076,1523,60,6,6,1807.6,2152.8,991.12
2025-11-25,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,37045,917,56,6,6,1225.33,2856.17,1349.24
2025-11-25,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,31519,3616,682,91,4,1091.98,60153.84,883.2
2025-11-25,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Centro-Oeste,Mobile,22700,1803,220,20,10,734.3,12964.84,627.6
2025-11-26,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,5328,392,70,17,11,1244.49,16122.08,952.56
2025-11-26,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Mobile,10433,450,41,10,8,1849.92,8361.13,1404.35
2025-11-26,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,17466,401,37,10,7,1482.63,10218.66,1114.07
2025-11-26,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Desktop,27943,908,144,52,25,1633.19,45888.72,1041.39
2025-11-26,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,33781,573,32,4,3,1194.46,2998.93,965.95
2025-11-26,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,28570,546,59,8,6,1141.58,6476.24,974.16
2025-11-26,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,10248,83,10,2,2,817.9,6388.05,714.42
2025-11-26,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Centro-Oeste,Desktop,7966,116,21,3,2,981.93,7417.05,658.89
2025-11-26,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,60081,1167,44,5,5,1275.48,2335.45,991.12
2025-11-26,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,34238,931,49,4,4,1543.76,1684.8,1349.24
2025-11-26,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Tablet,30763,3794,644,78,12,1094.66,43713.15,883.2
2025-11-26,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,28518,2619,259,21,11,932.26,15585.46,627.6
2025-11-27,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Centro-Oeste,Mobile,6298,484,70,22,17,1334.28,20862.59,952.56
2025-11-27,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Desktop,9666,360,37,9,5,1433.23,9404.05,1404.35
2025-11-27,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,14767,354,18,3,3,1224.83,3224.2,1114.07
2025-11-27,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Tablet,31884,955,131,38,12,1763.17,22666.59,1041.39
2025-11-27,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,31349,480,35,11,9,977.68,7922.83,965.95
2025-11-27,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Desktop,22648,434,43,3,3,962.41,2073.68,974.16
2025-11-27,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Norte,Mobile,8954,89,6,1,1,968.94,3797.91,714.42
2025-11-27,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Mobile,7672,74,13,1,1,679.55,2056.12,658.89
2025-11-27,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Desktop,47024,1131,46,7,6,1280.38,2613.2,991.12
2025-11-27,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Desktop,39610,1088,71,9,8,1589.94,5243.82,1349.24
2025-11-27,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Desktop,32160,3139,590,62,10,1057.1,37249.05,883.2
2025-11-27,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Centro-Oeste,Mobile,22452,1965,263,20,2,745.54,15617.21,627.6
2025-11-28,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,5793,308,43,16,12,873.66,14502.98,952.56
2025-11-28,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Desktop,9842,378,41,10,7,1629.31,9068.89,1404.35
2025-11-28,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,11193,248,19,5,4,817.45,3899.52,1114.07
2025-11-28,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,24703,706,60,19,8,1292.75,17336.24,1041.39
2025-11-28,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Desktop,26125,348,24,5,4,711.11,3807.82,965.95
2025-11-28,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,33928,733,73,16,16,1434.33,11333.13,974.16
